State,InstituteType,MCCCode,Institute,Quota,CategoryCode,Seats,SeatGender
Maharashtra,All India except Central University,200209,"Government Medical College, Gondia, NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.",All India,OP NO,6,Both
Maharashtra,All India except Central University,200209,"Government Medical College, Gondia, NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.",All India,OP PH,1,Both
Maharashtra,All India except Central University,200209,"Government Medical College, Gondia, NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.",All India,SC NO,4,Both
Maharashtra,All India except Central University,200209,"Government Medical College, Gondia, NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA.",All India,ST NO,2,Both
Maharashtra,All India except Central University,903358,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli",All India,BC NO,3,Both
Maharashtra,All India except Central University,903358,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli",All India,EW NO,1,Both
Maharashtra,All India except Central University,903358,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli",All India,OP NO,8,Both
Maharashtra,All India except Central University,903358,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli",All India,SC NO,2,Both
Maharashtra,All India except Central University,903358,"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli",All India,ST NO,1,Both
Maharashtra,All India except Central University,200440,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON",All India,BC NO,5,Both
Maharashtra,All India except Central University,200440,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON",All India,BC PH,1,Both
Maharashtra,All India except Central University,200440,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON",All India,EW NO,2,Both
Maharashtra,All India except Central University,200440,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON",All India,OP NO,10,Both
Maharashtra,All India except Central University,200440,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON",All India,SC NO,3,Both
Maharashtra,All India except Central University,200440,"Government Medical College, Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON",All India,ST NO,1,Both
Maharashtra,All India except Central University,903364,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas",All India,BC NO,5,Both
Maharashtra,All India except Central University,903364,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas",All India,EW NO,2,Both
Maharashtra,All India except Central University,903364,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas",All India,OP NO,4,Both
Maharashtra,All India except Central University,903364,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas",All India,OP PH,1,Both
Maharashtra,All India except Central University,903364,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas",All India,SC NO,2,Both
Maharashtra,All India except Central University,903364,"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad- Mantha Bypas",All India,ST NO,1,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,BC NO,6,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,EW NO,2,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,OP NO,9,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,SC NO,3,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,SC PH,1,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,ST NO,1,Both
Maharashtra,All India except Central University,200211,"Government Medical College, Latur, Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat",All India,ST PH,1,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,BC NO,7,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,BC PH,1,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,EW NO,3,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,OP NO,12,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,OP PH,1,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,SC NO,4,Both
Maharashtra,All India except Central University,200212,"Government Medical College, Miraj, Pandharpur Road Miraj tal Miraj Dist sangli",All India,ST NO,2,Both
Maharashtra,All India except Central University,200217,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur",All India,BC NO,10,Both
Maharashtra,All India except Central University,200217,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur",All India,EW NO,4,Both
Maharashtra,All India except Central University,200217,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur",All India,OP NO,14,Both
Maharashtra,All India except Central University,200217,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur",All India,OP PH,1,Both
Maharashtra,All India except Central University,200217,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur",All India,SC NO,6,Both
Maharashtra,All India except Central University,200217,"Government Medical College, Nagpur, Hanuman Nagar,Nagpur",All India,ST NO,3,Both
Maharashtra,All India except Central University,200535,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR",All India,BC NO,4,Both
Maharashtra,All India except Central University,200535,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR",All India,EW NO,1,Both
Maharashtra,All India except Central University,200535,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR",All India,OP NO,7,Both
Maharashtra,All India except Central University,200535,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR",All India,SC NO,2,Both
Maharashtra,All India except Central University,200535,"Government Medical College, Nandurbar, DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR",All India,ST NO,1,Both
Maharashtra,All India except Central University,200638,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad",All India,BC NO,3,Both
Maharashtra,All India except Central University,200638,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad",All India,BC PH,1,Both
Maharashtra,All India except Central University,200638,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad",All India,EW NO,2,Both
Maharashtra,All India except Central University,200638,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad",All India,OP NO,6,Both
Maharashtra,All India except Central University,200638,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad",All India,SC NO,2,Both
Maharashtra,All India except Central University,200638,"Government Medical College, Osmanabad, New Building, Civil Hospital Compound, Marwad Galli, Osmanabad",All India,ST NO,1,Both
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,BC NO,4,Both
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,EW NO,1,Both
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,OP NO,5,Both
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,SC NO,3,Both
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,ST NO,2,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,BC NO,4,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,EW NO,1,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,EW PH,1,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,OP NO,5,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,OP PH,1,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,SC NO,1,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,SC PH,1,Both
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,ST NO,1,Both
Maharashtra,All India except Central University,200587,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg",All India,BC NO,4,Both
Maharashtra,All India except Central University,200587,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg",All India,EW NO,1,Both
Maharashtra,All India except Central University,200587,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg",All India,OP NO,7,Both
Maharashtra,All India except Central University,200587,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg",All India,SC NO,2,Both
Maharashtra,All India except Central University,200587,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg",All India,ST NO,1,Both
Maharashtra,All India except Central University,903361,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road",All India,BC NO,4,Both
Maharashtra,All India except Central University,903361,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road",All India,EW NO,2,Both
Maharashtra,All India except Central University,903361,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road",All India,OP NO,6,Both
Maharashtra,All India except Central University,903361,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road",All India,SC NO,2,Both
Maharashtra,All India except Central University,903361,"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road",All India,ST NO,1,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,BC NO,3,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,BC PH,1,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,EW NO,1,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,OP NO,5,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,OP PH,1,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,SC NO,3,Both
Maharashtra,All India except Central University,902836,"Government Medical College,Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga Mata Mandir R",All India,ST NO,1,Both
Maharashtra,All India except Central University,200219,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai",All India,BC NO,11,Both
Maharashtra,All India except Central University,200219,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai",All India,EW NO,4,Both
Maharashtra,All India except Central University,200219,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai",All India,OP NO,15,Both
Maharashtra,All India except Central University,200219,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai",All India,SC NO,5,Both
Maharashtra,All India except Central University,200219,"Grant Medical College, Mumbai, Sir JJ Group of Hospital Compound, Sir JJ Road, Byculla Mumbai",All India,ST NO,3,Both
Maharashtra,All India except Central University,200206,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI",All India,BC NO,8,Both
Maharashtra,All India except Central University,200206,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI",All India,EW NO,3,Both
Maharashtra,All India except Central University,200206,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI",All India,OP NO,11,Both
Maharashtra,All India except Central University,200206,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI",All India,OP PH,1,Both
Maharashtra,All India except Central University,200206,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI",All India,SC NO,5,Both
Maharashtra,All India except Central University,200206,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai, JUHU, VILEPARLE WEST MUMBAI",All India,ST NO,2,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,BC NO,7,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,BC PH,1,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,EW NO,3,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,OP NO,12,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,OP PH,1,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,SC NO,3,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,SC PH,1,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,ST NO,1,Both
Maharashtra,All India except Central University,200220,"Indira Gandhi Medical College & Hospital, Nagpur, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR",All India,ST PH,1,Both
Maharashtra,Deemed University,200364,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India",Non-Resident Indian,OP NO,38,Both
Maharashtra,Deemed University,200364,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha, Sawangi (Meghe), Wardha, Maharashtra State, India",Self-Financed Merit Seat,OP NO,212,Both
Maharashtra,Deemed University,200365,"Krishna Institute of Medical Sciences, Karad, KARAD, DIST. SATARA (MAHARASHTRA STATE).",Non-Resident Indian,OP NO,38,Both
Maharashtra,Deemed University,200365,"Krishna Institute of Medical Sciences, Karad, KARAD, DIST. SATARA (MAHARASHTRA STATE).",Self-Financed Merit Seat,OP NO,212,Both
Maharashtra,All India except Central University,200221,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai",All India,BC NO,8,Both
Maharashtra,All India except Central University,200221,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai",All India,EW NO,3,Both
Maharashtra,All India except Central University,200221,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai",All India,OP NO,11,Both
Maharashtra,All India except Central University,200221,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai",All India,SC NO,5,Both
Maharashtra,All India except Central University,200221,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai, Dr. Babasaheb Ambedkar Road, Sion, Mumbai",All India,ST NO,3,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,BC NO,11,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,BC PH,1,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,EW NO,4,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,EW PH,1,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,OP NO,18,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,OP PH,1,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,SC NO,7,Both
Maharashtra,All India except Central University,200366,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102",All India,ST NO,3,Both
Maharashtra,Deemed University,200654,"Mahatma Gandhi Mission Medical College, Vashi, Sector 30, Vashi, Navi Mumbai",Non-Resident Indian,OP NO,15,Both
Maharashtra,Deemed University,200654,"Mahatma Gandhi Mission Medical College, Vashi, Sector 30, Vashi, Navi Mumbai",Self-Financed Merit Seat,OP NO,85,Both
Maharashtra,Deemed University,200367,"Mahatma Gandhi Missions Medical College, Aurangabad, N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",Non-Resident Indian,OP NO,37,Both
Maharashtra,Deemed University,200367,"Mahatma Gandhi Missions Medical College, Aurangabad, N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",Self-Financed Merit Seat,OP NO,213,Both
Maharashtra,Deemed University,200368,"Mahatma Gandhi Missions Medical College, Navi Mumbai, MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209",Non-Resident Indian,OP NO,37,Both
Maharashtra,Deemed University,200368,"Mahatma Gandhi Missions Medical College, Navi Mumbai, MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209",Self-Financed Merit Seat,OP NO,213,Both
Maharashtra,Deemed University,902807,"Mahatma Gandhi Missions Medical College, Nerul, Navi Mumbai, Sector-8, Nerul West Navi Mumbai",Non-Resident Indian,OP NO,7,Both
Maharashtra,Deemed University,902807,"Mahatma Gandhi Missions Medical College, Nerul, Navi Mumbai, Sector-8, Nerul West Navi Mumbai",Self-Financed Merit Seat,OP NO,43,Both
Maharashtra,Deemed University,904553,"Mahatma Gandhi Missions Medical College, Panvel, Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad",Non-Resident Indian,OP NO,15,Both
Maharashtra,Deemed University,904553,"Mahatma Gandhi Missions Medical College, Panvel, Gate No. 2, MGM Education Campus, Near Kalamboli Circle, Panvel, Raigad",Self-Financed Merit Seat,OP NO,85,Both
Maharashtra,Deemed University,904758,"Padmashree Dr. DY. Patil Medical College, Navi Mumbai, Sector 5, Nerul, Navi Mumbai,",Non-Resident Indian,OP NO,38,Both
Maharashtra,Deemed University,904758,"Padmashree Dr. DY. Patil Medical College, Navi Mumbai, Sector 5, Nerul, Navi Mumbai,",Self-Financed Merit Seat,OP NO,212,Both
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,BC NO,6,Both
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,EW NO,2,Both
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,OP NO,9,Both
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,OP PH,1,Both
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,SC NO,3,Both
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,ST NO,2,Both
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,BC NO,5,Both
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,EW NO,1,Both
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,OP NO,6,Both
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,SC NO,2,Both
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,ST NO,1,Both
Maharashtra,Deemed University,200370,"Rural Medical College, Loni, Dr. Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist. Ahilyanagar Maha",Non-Resident Indian,OP NO,30,Both
Maharashtra,Deemed University,200370,"Rural Medical College, Loni, Dr. Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist. Ahilyanagar Maha",Self-Financed Merit Seat,OP NO,170,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,BC NO,9,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,BC PH,1,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,EW NO,5,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,OP NO,13,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,OP PH,1,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,SC NO,5,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,SC PH,1,Both
Maharashtra,All India except Central University,200226,"Seth GS Medical College, Mumbai, ACHARYA DONDE MARG PAREL MUMBAI",All India,ST NO,3,Both
Maharashtra,All India except Central University,200227,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal, CIVIL LINES YAVATMAL",All India,BC NO,8,Both
Maharashtra,All India except Central University,200227,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal, CIVIL LINES YAVATMAL",All India,EW NO,2,Both
Maharashtra,All India except Central University,200227,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal, CIVIL LINES YAVATMAL",All India,OP NO,13,Both
Maharashtra,All India except Central University,200227,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal, CIVIL LINES YAVATMAL",All India,SC NO,5,Both
Maharashtra,All India except Central University,200227,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal, CIVIL LINES YAVATMAL",All India,ST NO,2,Both
