SNo,AIR,QuotaRaw,Institute,AllottedCategory,CandidateCategory
18916,285373,Open Seat Quota,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP",EWS PwD,EWS PwD
18917,285471,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
18918,285476,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,General
18919,285490,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,General
18920,285494,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
18921,285498,Self-Financed Merit,"Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore,SRI",Open,OBC
18922,285632,Self-Financed Merit,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road,",Open,General
18923,285716,Self-Financed Merit,"Mallareddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla",Open,OBC
18924,285733,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
18925,285750,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,ST
18926,285754,Self-Financed Merit,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra",Open,General
18927,285818,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,OBC
18928,285832,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
18929,285858,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical",EWS PwD,EWS PwD
18930,285884,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,OBC
18931,285888,Self-Financed Merit,"Dhanalakshmi Srinivasan Institute of Medical Sciences and Hospital - Thuraiyur Road,",Open,OBC
18932,285925,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
18933,285945,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,SC
18934,285946,Self-Financed Merit,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra",Open,OBC
18935,286150,Self-Financed Merit,"Mallareddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla",Open,General
18936,286250,Muslim Minority,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,OBC
18937,286288,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,General
18938,286337,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,General
18939,286339,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
18940,286413,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,General
18941,286450,Self-Financed Merit,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam,",Open,OBC
18942,286516,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
18943,286553,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",Open,General
18944,286751,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,OBC
18945,286767,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
18946,286782,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,EWS
18947,286888,Self-Financed Merit,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road,",Open,General
18949,287065,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
18950,287156,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
18951,287254,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
18953,287517,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
18955,287572,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR",SC PwD,SC PwD
18956,287574,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,OBC
18957,287703,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
18958,287737,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
18959,287764,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
18960,287812,Self-Financed Merit,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road,",Open,General
18961,287854,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,General
18962,287876,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,OBC
18963,287947,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,OBC
18964,287961,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
18966,288043,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,General
18968,288058,Self-Financed Merit,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road,",Open,General
18969,288088,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
18970,288113,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
18972,288226,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
18973,288328,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
18974,288343,Open Seat Quota,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir",OBC PwD,OBC PwD
18975,288349,Self-Financed Merit,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil",Open,General
18976,288395,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
18977,288427,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
18978,288614,Self-Financed Merit,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College JGMMMC,KLE",Open,General
18979,288722,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
18980,288766,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
18981,288847,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,General
18982,288859,Self-Financed Merit,"Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore,SRI",Open,General
18983,288888,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,SC
18985,288926,Self-Financed Merit,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil",Open,General
18987,288944,Open Seat Quota,"JIPMER KARAIKAL,JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal -",SC PwD,SC PwD
18988,288960,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,General
18990,289060,Self-Financed Merit,"Padmashree Dr. DY. Patil Medical College, Navi Mumbai,Sector 5, Nerul, Navi Mumbai,",Open,General
18991,289067,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
18993,289199,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,OBC
18994,289232,Self-Financed Merit,"Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore,SRI",Open,SC
18996,289327,Self-Financed Merit,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine",Open,General
18997,289352,Self-Financed Merit,"Mallareddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla",Open,OBC
18998,289422,Delhi NCR,"University College of Medical Sciences & GTB Hospital, New Delhi,Dilshad Garden",Open,General
18999,289503,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
19000,289516,Self-Financed Merit,"Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore,SRI",Open,OBC
19001,289604,Self-Financed Merit,"Krishna Institute of Medical Sciences, Karad,KARAD, DIST. SATARA (MAHARASHTRA",Open,SC
19002,289656,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,OBC
19004,289699,All India,"Late Shri Baliram Kashyap Memorial NDMC Govt. Medical College, Jagdalpur,LATE",Open PwD,General PwD
19005,289723,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,General
19007,289801,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,OBC
19008,289804,Self-Financed Merit,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam,",Open,OBC
19010,289886,Self-Financed Merit,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL",Open,General
19012,290091,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19013,290247,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19014,290271,All India,"Guru Govind Singh Medical College, Faridkot,Sadiq Road, Faridkot.",Open PwD,SC PwD
19015,290280,Self-Financed Merit,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil",Open,General
19016,290318,IP University Quota,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi,Vardhman Mahavir",SC PwD,SC PwD
19018,290345,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
19020,290437,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
19021,290515,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19022,290570,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,OBC
19023,290785,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH",ST PwD,ST PwD
19025,290810,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,EWS
19026,290815,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,General
19027,290820,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19029,290885,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,OBC
19030,290940,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,OBC
19031,291021,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
19032,291111,Open Seat Quota,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road",EWS PwD,EWS PwD
19033,291117,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,General
19034,291127,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,General
19035,291216,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,General
19036,291240,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,General
19037,291287,Self-Financed Merit,"Chettinad Hospital & Research Institute, Kanchipuram,Rajiv Gandhi Salai,",Open,OBC
19038,291299,Self-Financed Merit,"Vinayaka Missions Medical College, Karaikal, Pondicherry,KEEZHAKASAKUDIMEDU,",Open,OBC
19039,291468,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,General
19040,291582,Self-Financed Merit,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road,",Open,General
19041,291715,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,SC
19042,291753,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,EWS
19044,291807,All India,"Mysore Medical College and Research Instt. (Prev.name Government Medical College),",OBC PwD,OBC PwD
19046,291884,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19047,291899,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,OBC
19048,291973,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,General
19049,291994,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,OBC
19051,292053,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
19052,292088,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19053,292114,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
19054,292155,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,General
19056,292293,Self-Financed Merit,"Aarupadai Veedu Medical College, Pondicherry,PONDY - CUDDALORE MAIN ROAD,",Open,OBC
19057,292296,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,General
19058,292403,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19059,292415,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19060,292424,Self-Financed Merit,"Padmashree Dr. DY. Patil Medical College, Navi Mumbai,Sector 5, Nerul, Navi Mumbai,",Open,General
19061,292444,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,OBC
19062,292473,Open Seat Quota,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal,",OBC PwD,OBC PwD
19063,292487,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19064,292490,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
19065,292502,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",Open,General
19066,292529,Self-Financed Merit,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital,Faculty of Medicine",Open,OBC
19067,292572,Self-Financed Merit,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be",Open,General
19068,292623,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
19069,292771,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Panvel,Gate No. 2, MGM Education",Open,General
19070,292779,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,OBC
19071,292792,Self-Financed Merit,"Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore,SRI",Open,General
19072,292821,Self-Financed Merit,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL",Open,General
19073,292867,Employees State,"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical",ST,ST
19074,292891,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,General
19075,292927,Self-Financed Merit,"Mallareddy Medical College for Women, Hyderabad,Suraram X Roads Jeedimetla",Open,OBC
19077,292992,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19078,293081,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,OBC
19079,293100,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
19080,293128,Self-Financed Merit,"ACS Medical College and Hospital, Chennai,Periyar EVR High Raod, Velappanchavadi,",Open,OBC
19081,293246,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19082,293263,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
19083,293268,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,General
19084,293281,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
19085,293289,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,General
19087,293347,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
19088,293365,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,OBC
19089,293467,Self-Financed Merit,"Malla Reddy Institute of Medical Sciences, Hyderabad,Suraram X Roads Jeedimetla",Open,SC
19090,293492,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19091,293499,Jain Minority Quota,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be",Open,OBC
19092,293520,Self-Financed Merit,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road,",Open,OBC
19093,293524,Self-Financed Merit,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET",Open,OBC
19094,293554,Self-Financed Merit,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL",Open,General
19095,293557,Self-Financed Merit,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil",Open,General
19096,293576,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
19097,293577,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19098,293606,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19099,293711,Self-Financed Merit,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil",Open,OBC
19100,293712,Self-Financed Merit,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil",Open,General
19101,293795,Self-Financed Merit,"Malla Reddy Institute of Medical Sciences, Hyderabad,Suraram X Roads Jeedimetla",Open,General
19102,293818,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19104,293868,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
19105,293953,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,OBC
19107,294048,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Panvel,Gate No. 2, MGM Education",Open,General
19108,294058,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,General
19109,294082,Self-Financed Merit,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam,",Open,OBC
19110,294303,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,OBC
19111,294332,Self-Financed Merit,"Aarupadai Veedu Medical College, Pondicherry,PONDY - CUDDALORE MAIN ROAD,",Open,OBC
19113,294456,Self-Financed Merit,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT",Open,General
19115,294530,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19116,294586,Self-Financed Merit,"Graphic Era Institute of Medical Sciences Dehradun, Uttrakhand,Graphic Era Institute of",Open,General
19117,294590,Self-Financed Merit,"Padmashree Dr. DY. Patil Medical College, Navi Mumbai,Sector 5, Nerul, Navi Mumbai,",Open,General
19118,294716,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
19119,294735,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19120,294778,Self-Financed Merit,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar,",Open,OBC
19121,294781,Self-Financed Merit,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College JGMMMC,KLE",Open,OBC
19122,294823,Employees State,"Employees State Insurance Corporation Medical College, Gulbarga,ESIC Medical",ST,ST
19123,294877,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,General
19124,294963,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,OBC
19125,294967,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,ST
19127,295092,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19129,295163,Self-Financed Merit,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra",Open,General
19130,295249,Self-Financed Merit,"BHAARATH MEDICAL COLLEGE & HOSPITAL, Chennai.,173, AGARAM MAIN ROAD",Open,General
19132,295342,Self-Financed Merit,"Meenakshi Medical College and Research Institute, Enathur,Enathur, Karaipettai Post,",Open,OBC
19133,295349,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand",OBC PwD,OBC PwD
19135,295475,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,OBC
19136,295532,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,General
19137,295561,Self-Financed Merit,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra",Open,General
19139,295642,Self-Financed Merit,"Sri siddhartha Institute of Medical Sciences & Research Centre, Bangalore,SRI",Open,OBC
19140,295680,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
19142,295752,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,General
19143,295766,Self-Financed Merit,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",Open,General
19144,295838,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19145,295840,Self-Financed Merit,"Datta Meghe Medical College, Nagpur,Hingna Road Wanadongri Nagpur Maharashtra",Open,OBC
19146,296043,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,General
19147,296061,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,EWS
19148,296194,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,EWS
19149,296196,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19150,296217,Self-Financed Merit,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",Open,General
19151,296272,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,SC
19152,296379,Self-Financed Merit,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College JGMMMC,KLE",Open,General
19153,296443,Self-Financed Merit,"Saveetha Medical College and Hospital, Kanchipuram,Saveetha Nagar, Thandalam,",Open,OBC
19155,296527,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19156,296627,Self-Financed Merit,"Vinayaka Missions Medical College, Karaikal, Pondicherry,KEEZHAKASAKUDIMEDU,",Open,OBC
19157,296703,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19158,296762,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,SC
19159,296765,Self-Financed Merit,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana,",Open,General
19160,296797,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19161,296805,Self-Financed Merit,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po",Open,General
19162,296912,Self-Financed Merit,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE",Open,General
19163,296931,Self-Financed Merit,"Santosh Medical College, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, Delhi NCR",Open,General
19164,296959,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,EWS
19165,297059,Self-Financed Merit,"Dr. D Y Patil Medical College, Kolhapur,869, E Ward, D. Y. Patil Vidyanagar, Kasaba",Open,OBC
19166,297062,Self-Financed Merit,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru",Open,OBC
19167,297099,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,General
19168,297101,Self-Financed Merit,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati",Open,OBC
