State,InstituteType,MCCCode,MCCInstitute,Quota,SeatCategory,SeatsOfferedR1,SeatsAllottedR1,NetDifference,FillRate,BestAIR,Q1AIR,MedianAIR,Q3AIR,HighestAIR
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,OBC,6,6,0,1.0,12395,12461.25,12721.0,12854.0,12899
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,Open,9,9,0,1.0,8317,9256.0,10189.0,10773.0,11493
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,Open PwD,1,1,0,1.0,410878,410878.0,410878.0,410878.0,410878
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,SC,3,3,0,1.0,48979,52318.5,55658.0,59030.5,62403
Maharashtra,All India except Central University,200225,"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol",All India,ST,2,2,0,1.0,74604,78520.5,82437.0,86353.5,90270
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,EWS,4,4,0,1.0,5344,5589.25,5761.5,5858.0,5876
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,OBC,9,9,0,1.0,5108,5159.0,5292.0,5941.0,6419
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,OBC PwD,1,1,0,1.0,312039,312039.0,312039.0,312039.0,312039
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,Open,14,14,0,1.0,3157,4373.5,4731.5,4945.75,5035
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,Open PwD,1,1,0,1.0,305500,305500.0,305500.0,305500.0,305500
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,SC,6,6,0,1.0,22874,27724.5,30706.5,42318.0,46265
Jharkhand,All India except Central University,200160,"Rajendra Institute of Medical Sciences, Ranchi, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi",All India,ST,2,2,0,1.0,51255,53065.5,54876.0,56686.5,58497
Andhra Pradesh,All India except Central University,200444,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam, Balaga Srikakulam",All India,EWS,3,3,0,1.0,22448,22814.5,23181.0,23262.5,23344
Andhra Pradesh,All India except Central University,200444,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam, Balaga Srikakulam",All India,OBC,8,8,0,1.0,17989,18289.0,18713.5,18846.25,18961
Andhra Pradesh,All India except Central University,200444,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam, Balaga Srikakulam",All India,Open,10,10,0,1.0,12203,15552.5,16814.5,17392.25,17825
Andhra Pradesh,All India except Central University,200444,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam, Balaga Srikakulam",All India,Open PwD,1,1,0,1.0,636116,636116.0,636116.0,636116.0,636116
Andhra Pradesh,All India except Central University,200444,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam, Balaga Srikakulam",All India,SC,5,5,0,1.0,66688,67823.0,71446.0,77157.0,83582
Andhra Pradesh,All India except Central University,200444,"Rajiv Gandhi Institute of Medical Sciences, Srikakulam, Balaga Srikakulam",All India,ST,3,3,0,1.0,91001,91355.5,91710.0,100448.0,109186
Telangana,All India except Central University,200455,"Rajiv Gandhi Institute of Medical Sciences, adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001",All India,EWS,2,2,0,1.0,17281,17488.5,17696.0,17903.5,18111
Telangana,All India except Central University,200455,"Rajiv Gandhi Institute of Medical Sciences, adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001",All India,OBC,4,4,0,1.0,17072,17114.0,17159.5,17201.75,17234
Telangana,All India except Central University,200455,"Rajiv Gandhi Institute of Medical Sciences, adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001",All India,OBC PwD,1,1,0,1.0,536741,536741.0,536741.0,536741.0,536741
Telangana,All India except Central University,200455,"Rajiv Gandhi Institute of Medical Sciences, adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001",All India,Open,8,8,0,1.0,12603,13405.5,14609.5,15013.5,16059
Telangana,All India except Central University,200455,"Rajiv Gandhi Institute of Medical Sciences, adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001",All India,SC,3,3,0,1.0,72025,73305.5,74586.0,75701.5,76817
Telangana,All India except Central University,200455,"Rajiv Gandhi Institute of Medical Sciences, adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001",All India,ST,1,1,0,1.0,63365,63365.0,63365.0,63365.0,63365
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,EWS,1,1,0,1.0,8099,8099.0,8099.0,8099.0,8099
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,OBC,5,5,0,1.0,7222,7533.0,7828.0,7886.0,8010
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,Open,6,6,0,1.0,4324,4834.5,5422.0,5525.75,5777
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,SC,2,2,0,1.0,45599,47090.75,48582.5,50074.25,51566
Maharashtra,All India except Central University,200224,"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane, THANE BELAPUR ROAD KALWA THANE WEST",All India,ST,1,1,0,1.0,66081,66081.0,66081.0,66081.0,66081
Uttar Pradesh,All India except Central University,200492,"Rajkiya Allopathic Medical College, Bahraich, UP, K.D.C Road Bahraich-271801",All India,EWS,1,1,0,1.0,14344,14344.0,14344.0,14344.0,14344
Uttar Pradesh,All India except Central University,200492,"Rajkiya Allopathic Medical College, Bahraich, UP, K.D.C Road Bahraich-271801",All India,OBC,5,5,0,1.0,12317,12550.0,12553.0,12942.0,13124
Uttar Pradesh,All India except Central University,200492,"Rajkiya Allopathic Medical College, Bahraich, UP, K.D.C Road Bahraich-271801",All India,Open,5,5,0,1.0,9436,11243.0,11358.0,12088.0,12179
Uttar Pradesh,All India except Central University,200492,"Rajkiya Allopathic Medical College, Bahraich, UP, K.D.C Road Bahraich-271801",All India,SC,2,2,0,1.0,74885,75024.5,75164.0,75303.5,75443
Uttar Pradesh,All India except Central University,200492,"Rajkiya Allopathic Medical College, Bahraich, UP, K.D.C Road Bahraich-271801",All India,ST,2,2,0,1.0,87744,91406.5,95069.0,98731.5,102394
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,EWS,1,1,0,1.0,13184,13184.0,13184.0,13184.0,13184
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,EWS PwD,1,1,0,1.0,660365,660365.0,660365.0,660365.0,660365
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,OBC,4,4,0,1.0,11339,11635.25,11849.0,11967.0,11976
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,Open,5,5,0,1.0,10458,10599.0,10700.0,10868.0,11184
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,Open PwD,1,1,0,1.0,474361,474361.0,474361.0,474361.0,474361
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,SC,2,2,0,1.0,58448,58542.25,58636.5,58730.75,58825
Uttar Pradesh,All India except Central University,200291,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh, Kalpi Road Orai Jalaun",All India,ST,1,1,0,1.0,93248,93248.0,93248.0,93248.0,93248
Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,EWS,2,2,0,1.0,17583,17651.25,17719.5,17787.75,17856
Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,OBC,5,5,0,1.0,17522,17950.0,18102.0,18238.0,18294
Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,Open,8,8,0,1.0,14592,14987.5,16763.0,16990.0,17155
Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,SC,2,2,0,1.0,75402,75759.0,76116.0,76473.0,76830
Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,ST,1,1,0,1.0,111286,111286.0,111286.0,111286.0,111286
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,EWS,3,3,0,1.0,19853,20436.0,21019.0,21038.5,21058
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,OBC,5,5,0,1.0,18333,18447.0,18784.0,18895.0,19255
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,OBC PwD,1,1,0,1.0,706769,706769.0,706769.0,706769.0,706769
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,Open,7,7,0,1.0,14900,16914.5,17775.0,17965.5,18214
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,Open PwD,1,1,0,1.0,592613,592613.0,592613.0,592613.0,592613
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,SC,3,3,0,1.0,96958,97113.0,97268.0,97758.0,98248
West Bengal,All India except Central University,200551,"Rampurhat Government Medical College & Hospital, Rampurhat, prinrampurhatgmch@gmail.com",All India,ST,2,2,0,1.0,115880,116633.0,117386.0,118139.0,118892
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,EWS,3,3,0,1.0,13473,13999.0,14525.0,14577.0,14629
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,OBC,9,9,0,1.0,9319,9491.0,9847.0,10241.0,10900
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,OBC PwD,1,1,0,1.0,206957,206957.0,206957.0,206957.0,206957
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,Open,16,16,0,1.0,2255,5985.5,7002.5,8240.25,9316
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,Open PwD,1,1,0,1.0,199543,199543.0,199543.0,199543.0,199543
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,SC,5,5,0,1.0,37113,40438.0,41776.0,41895.0,45246
Andhra Pradesh,All India except Central University,200420,"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA",All India,ST,2,2,0,1.0,64310,67399.75,70489.5,73579.25,76669
Manipur,All India except Central University,200233,"Regional Institute of Medical Sciences, Imphal, PO Lamphelpat, Imphal West District",All India,EWS,2,2,0,1.0,16331,17326.5,18322.0,19317.5,20313
Manipur,All India except Central University,200233,"Regional Institute of Medical Sciences, Imphal, PO Lamphelpat, Imphal West District",All India,OBC,6,6,0,1.0,15402,15909.5,16624.0,17382.75,17486
Manipur,All India except Central University,200233,"Regional Institute of Medical Sciences, Imphal, PO Lamphelpat, Imphal West District",All India,Open,8,8,0,1.0,2948,9391.75,13574.0,14063.75,14249
Manipur,All India except Central University,200233,"Regional Institute of Medical Sciences, Imphal, PO Lamphelpat, Imphal West District",All India,Open PwD,1,1,0,1.0,469364,469364.0,469364.0,469364.0,469364
Manipur,All India except Central University,200233,"Regional Institute of Medical Sciences, Imphal, PO Lamphelpat, Imphal West District",All India,SC,4,4,0,1.0,41100,42668.25,46789.0,51340.0,54199
Manipur,All India except Central University,200233,"Regional Institute of Medical Sciences, Imphal, PO Lamphelpat, Imphal West District",All India,ST,2,2,0,1.0,39057,43298.0,47539.0,51780.0,56021
Maharashtra,Deemed University,200370,"Rural Medical College, Loni, Dr. Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist. Ahilyanagar Maha",NRI,Open,30,1,29,0.03333333333333333,646268,646268.0,646268.0,646268.0,646268
Maharashtra,Deemed University,200370,"Rural Medical College, Loni, Dr. Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist. Ahilyanagar Maha",Self-Financed Merit,Open,170,170,0,1.0,64506,101597.25,118219.0,133020.25,142869
Uttar Pradesh,All India except Central University,200302,"S N Medical College, Agra, HOSPITAL ROAD AGRA",All India,EWS,3,3,0,1.0,7016,7052.0,7088.0,7317.5,7547
Uttar Pradesh,All India except Central University,200302,"S N Medical College, Agra, HOSPITAL ROAD AGRA",All India,OBC,8,8,0,1.0,5669,5843.5,6176.0,6582.5,6637
Uttar Pradesh,All India except Central University,200302,"S N Medical College, Agra, HOSPITAL ROAD AGRA",All India,Open,13,13,0,1.0,4877,5024.0,5276.0,5490.0,5563
Uttar Pradesh,All India except Central University,200302,"S N Medical College, Agra, HOSPITAL ROAD AGRA",All India,SC,4,4,0,1.0,28728,30475.5,34338.5,38335.75,40486
Uttar Pradesh,All India except Central University,200302,"S N Medical College, Agra, HOSPITAL ROAD AGRA",All India,ST,2,2,0,1.0,48020,48866.0,49712.0,50558.0,51404
Andhra Pradesh,All India except Central University,200426,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",All India,EWS,4,4,0,1.0,10822,11365.75,11773.5,12260.25,13041
Andhra Pradesh,All India except Central University,200426,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",All India,EWS PwD,1,1,0,1.0,485853,485853.0,485853.0,485853.0,485853
Andhra Pradesh,All India except Central University,200426,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",All India,OBC,9,9,0,1.0,10508,11490.0,12444.0,13601.0,13947
Andhra Pradesh,All India except Central University,200426,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",All India,Open,13,13,0,1.0,3718,7019.0,8271.0,9173.0,9385
Andhra Pradesh,All India except Central University,200426,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",All India,SC,6,6,0,1.0,30364,46901.75,49741.0,52218.75,54062
Andhra Pradesh,All India except Central University,200426,"S V Medical College, Tirupati, NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI",All India,ST,3,3,0,1.0,71038,79660.0,88282.0,91454.5,94627
Gujarat,Deemed University,200330,"SBKS Medical Instt. & Research Centre, Vadodra, Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",Jain Minority Quota,Open,106,78,28,0.7358490566037735,145217,468188.75,667911.5,803970.75,1040306
Gujarat,Deemed University,200330,"SBKS Medical Instt. & Research Centre, Vadodra, Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",NRI,Open,37,0,37,0.0,,,,,
Gujarat,Deemed University,200330,"SBKS Medical Instt. & Research Centre, Vadodra, Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",Self-Financed Merit,Open,107,107,0,1.0,49259,342353.0,428223.0,490119.0,528721
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,EWS,4,4,0,1.0,3860,4698.5,5019.0,5107.0,5248
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,OBC,10,10,0,1.0,3072,3884.0,3921.5,4174.0,4496
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,OBC PwD,1,1,0,1.0,239285,239285.0,239285.0,239285.0,239285
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,Open,15,15,0,1.0,949,1207.5,2170.0,2687.5,3035
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,Open PwD,1,1,0,1.0,49689,49689.0,49689.0,49689.0,49689
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,SC,5,5,0,1.0,17733,24567.0,26262.0,27587.0,29170
Odisha,All India except Central University,200238,"SCB Medical College, Cuttack, Mangalabag, Kataka",All India,ST,2,2,0,1.0,51532,51662.75,51793.5,51924.25,52055
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,EWS,3,3,0,1.0,1700,2270.0,2840.0,2964.5,3089
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,EWS PwD,1,1,0,1.0,344101,344101.0,344101.0,344101.0,344101
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,OBC,10,10,0,1.0,1214,1372.25,1738.0,1809.75,1920
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,Open,13,13,0,1.0,584,702.0,938.0,1105.0,1144
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,Open PwD,1,1,0,1.0,87035,87035.0,87035.0,87035.0,87035
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,SC,5,5,0,1.0,9797,13576.0,14776.0,15423.0,15696
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,SC PwD,1,1,0,1.0,250974,250974.0,250974.0,250974.0,250974
Rajasthan,All India except Central University,200256,"SMS Medical College, Jaipur, JLN Marg, Jaipur",All India,ST,3,3,0,1.0,1887,5331.0,8775.0,9130.5,9486
Tamil Nadu,Deemed University,200399,"SRM Medical College Hospital & Research Centre, Kancheepuram, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",NRI,Open,3,1,2,0.3333333333333333,905223,905223.0,905223.0,905223.0,905223
Tamil Nadu,Deemed University,200399,"SRM Medical College Hospital & Research Centre, Kancheepuram, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",Self-Financed Merit,Open,247,247,0,1.0,154633,469766.0,608264.0,658981.0,700830
Maharashtra,All India except Central University,200229,"SRTR Medical College, Ambajogai, SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517",All India,EWS,2,2,0,1.0,16922,17361.5,17801.0,18240.5,18680
Maharashtra,All India except Central University,200229,"SRTR Medical College, Ambajogai, SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517",All India,OBC,6,6,0,1.0,15212,15240.5,15301.5,15454.0,15650
Maharashtra,All India except Central University,200229,"SRTR Medical College, Ambajogai, SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517",All India,Open,10,10,0,1.0,12368,13237.5,14199.5,14295.0,14536
Maharashtra,All India except Central University,200229,"SRTR Medical College, Ambajogai, SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517",All India,SC,3,3,0,1.0,65934,68056.5,70179.0,71744.0,73309
Maharashtra,All India except Central University,200229,"SRTR Medical College, Ambajogai, SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517",All India,ST,1,1,0,1.0,97728,97728.0,97728.0,97728.0,97728
Tamil Nadu,Deemed University,904746,"ST Peters Medical College, Hospital & Research Institute, Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District",NRI,Open,20,0,20,0.0,,,,,
Tamil Nadu,Deemed University,904746,"ST Peters Medical College, Hospital & Research Institute, Dr MGR Nagar, Near AERI Campus, Opp SIPCOT –II, Hosur, Krishnagiri District",Self-Financed Merit,Open,230,230,0,1.0,129465,579310.75,703545.0,797604.25,874702
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,EWS,2,2,0,1.0,22458,23021.0,23584.0,24147.0,24710
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,OBC,6,6,0,1.0,14668,14992.25,15847.5,16274.5,16408
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,OBC PwD,1,1,0,1.0,481671,481671.0,481671.0,481671.0,481671
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,Open,10,10,0,1.0,9542,10998.25,12530.5,13621.0,13858
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,Open PwD,1,1,0,1.0,203102,203102.0,203102.0,203102.0,203102
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,SC,3,3,0,1.0,63299,69892.5,76486.0,79114.0,81742
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,SC PwD,1,0,1,0.0,,,,,
Andhra Pradesh,All India except Central University,200434,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI",All India,ST,2,2,0,1.0,104373,107222.25,110071.5,112920.75,115770
Odisha,All India except Central University,200239,"Saheed Laxman Nayak Medical College & Hospital, Koraput, AT- JANIGUDA,KORAPUT",All India,EWS,2,2,0,1.0,18987,19089.5,19192.0,19294.5,19397
Odisha,All India except Central University,200239,"Saheed Laxman Nayak Medical College & Hospital, Koraput, AT- JANIGUDA,KORAPUT",All India,OBC,5,5,0,1.0,14419,14570.0,14616.0,15169.0,15686
Odisha,All India except Central University,200239,"Saheed Laxman Nayak Medical College & Hospital, Koraput, AT- JANIGUDA,KORAPUT",All India,Open,9,9,0,1.0,10604,11247.0,12310.0,12771.0,13157
Odisha,All India except Central University,200239,"Saheed Laxman Nayak Medical College & Hospital, Koraput, AT- JANIGUDA,KORAPUT",All India,SC,2,2,0,1.0,69158,69314.5,69471.0,69627.5,69784
Odisha,All India except Central University,200239,"Saheed Laxman Nayak Medical College & Hospital, Koraput, AT- JANIGUDA,KORAPUT",All India,ST,1,1,0,1.0,123994,123994.0,123994.0,123994.0,123994
Odisha,All India except Central University,200675,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha (erstwhile Government Medical College, Bhawanipatna) , At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi",All India,EWS,1,1,0,1.0,20575,20575.0,20575.0,20575.0,20575
Odisha,All India except Central University,200675,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha (erstwhile Government Medical College, Bhawanipatna) , At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi",All India,OBC,4,4,0,1.0,16054,16514.5,16820.5,16986.0,17025
Odisha,All India except Central University,200675,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha (erstwhile Government Medical College, Bhawanipatna) , At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi",All India,Open,5,5,0,1.0,8421,11729.0,12301.0,14177.0,14214
Odisha,All India except Central University,200675,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha (erstwhile Government Medical College, Bhawanipatna) , At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi",All India,SC,2,2,0,1.0,57321,61062.0,64803.0,68544.0,72285
Odisha,All India except Central University,200675,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha (erstwhile Government Medical College, Bhawanipatna) , At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi",All India,SC PwD,1,1,0,1.0,1095255,1095255.0,1095255.0,1095255.0,1095255
